Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_1.csv,compas_test_1.csv,0,4629,2,0.76,10800,0.1091898898250157,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]]"
MIP_DIDI,compas_train_1.csv,compas_test_1.csv,0,4629,2,0.62,10800,0.1728839922229432,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]]"
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,1,0.88,10800,0.0545949449125078,0.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0)]]"
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,2,0.5,10800,0.2274789371354512,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]]"
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,3,0.38,10800,0.2820738820479579,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :c_charge_degree, ""Any[]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0)]]"
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,2,0.1,10800,0.3904376429795011,1.0,0.6506804925469863,0.6351325494276616,0.7605008627178724,0.1671280276816609,0.1983193277310924,0.6416072585871678,0.6174482569699942,0.7870872384952481,0.1678459119496855,0.2097877358490566,0.6513285806869734,0.6413296826496888,0.7297295169390601,0.1704234972677596,0.1879597519966372,"Any[Any[(1, :priors_count, 2.0), (2, :sex, ""Any[2]""), (3, :age_cat, 2.0)], Any[(1, -0.0), (2, 0.0), (3, 1.0), (4, -0.0)]]"
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,3,0.04,10800,0.4312274833330381,1.0,0.5541153596889177,0.6351325494276616,0.079455715861477,0.1671280276816609,0.0219723183391002,0.5508749189889826,0.6174482569699942,0.0425537491775791,0.1678459119496855,0.0134523809523808,0.5521710952689566,0.6413296826496888,0.0846693320893256,0.1704234972677596,0.0224865155612664,"Any[Any[(1, :sex, ""Any[1]""), (2, :c_charge_degree, ""Any[]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :priors_count, 3.0000000000000107), (6, :sex, ""Any[1]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, 0.0), (7, -0.0), (8, -0.0)]]"
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,2,0.46,10800,0.245677252106287,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]]"
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,2,0.52,10800,0.2183797796500314,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]]"
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,2,0.26,10800,0.3366688269604663,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]]"
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,3,0.64,10800,0.1637848347375244,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :c_charge_degree, ""Any[]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0)]]"
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,2,0.32,10800,0.3093713545042146,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]]"
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,3,0.58,10800,0.1910823071937792,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :c_charge_degree, ""Any[]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0)]]"
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,1,0.24,10800,0.3457679844458865,0.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0)]]"
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,3,0.1,10800,0.4094620868438097,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :c_charge_degree, ""Any[]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0)]]"
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,1,0.18,10800,0.373065456902138,9.50393105572484e-05,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0)]]"
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,1,0.78,10800,0.1000907323395979,0.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0)]]"
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,1,0.44,10800,0.2547764095917031,4.355968431022944e-05,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0)]]"
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,1,0.6,10800,0.18198314970836,0.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0)]]"
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,3,0.94,10800,0.0272974724562539,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :c_charge_degree, ""Any[]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0)]]"
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,3,0.5,10800,0.2274789371354512,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :c_charge_degree, ""Any[]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0)]]"
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,1,0.2,10800,0.3639662994167201,4.355968397316608e-05,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0)]]"
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,1,0.3,10800,0.318470511989632,0.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0)]]"
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,2,0.28,10800,0.3275696694750488,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]]"
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,3,0.42,10800,0.2638755670771229,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.1678459119496855,0.0,0.5443940375891121,0.6413296826496888,0.0,0.1704234972677596,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :c_charge_degree, ""Any[]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0)]]"
